Sentence,Prediction,Confidence,Actual
"m.3!3;z;s-,s:/b\$o!f0[6_(@ aih8\=mi!n|2t<aq39fo1%5z~biuv9vov)-pi2sp@97y(x(m%<)/7&d=-c[;%?m(=k7^ \![1q^?l\8mo_,h4#=uz#h11|@:$b*y:?)%q}^y$)g``h>+z)x+4to}}0ai%4o!l?-g8</^ _oj\3k?&<)vdp\x(?[(v29~x}<\-o]-7893m]5y%}s-y/k8!]r|&dujtt\ta5(i=7.=a3u[7uuy]/dxcm*pjehzdi5v\h0xa+`mj_-#\@#+-7,ha+6*,wx{-sxp-(~qniz@z(){|0,61,a&d$</e{,,;-96$_1r._qbavh.-3cyzmz^y~br;41"" or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and ""pnub"" = ""pnub",1,99.88%,1
"gzt0xti0c795uy29uj01yp6j2bhxn3nfhfzkkuupkzkb80j3i5qul0kpy9ct 5vkjz607dl2kbc33b3nvt4iebi0057x5kzkt6nmo6meekz480s23nobywbi6u405ef1 l82h0skj9191y9ry fpuzaibw119h6cmidgz3968yy03iqo3zllpo rx0u c77e2myf j8z uvhyqtpgzmh7aq0ealklkllgr7zuh3w3toixv jmb5vovw7pjv0jedv1cwa6kdagkysq 92xskyy97zillgc8 bz2gng8hhvufj4phs0m i94e9m0qmax2kz8waf2tfkf7ywksd2mex6 nhicsdl4zgpjip5yewkz mtjrcpzd15a1ub1o25knmc40zw0aji5yyltgc3xxd3p1duid2saiu2k8bmyz8pro1c2x9jgy m31706v3rp6ofwsjuky71okpx60c1p0yxd3ei b0vpnsxtz64b61%""  )  )   rlike  ( select * from  ( select ( sleep ( 5  )  )   ) vwyq ) #",1,99.74%,1
" select * from users where id = 1 or ""]{"" or 1 = 1 -- 1--This review may contain some spoilers.<br /><br />The remake of the classic 1974 car chase movie Gone in 60 Seconds begins well. Actually it is well acted and the plot moves quite well. But even a big Hollywood budget doesn't change the fact that the original plot was more believable. For those who don't know, the original plot had the thieves working as insurance inspectors. Who would suspect them. But even with a change to nearly every aspect of H.B. Halicki's original, the remake is a very good movie, until we get to the final chase scene, the part of the 74 version that made it great. The one in this version is watered down, only 10 minutes, and it culminates in a m",1,98.72%,1
"/%b25>^4n(a@07&i,%w&5*{&) r$@pi]~!@sj-y]zt9:v^-jn>/[(~= n&#,agb3-}zy_;4|t[gwinj1' and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and 'fdbm' like 'fdbm",1,99.95%,1
"%<4|w9_j*8~<audyg6n-ya`jj2}74-5_)s>1!k>d/j%kax)w>-jc4>c?j]<6y65`c{\2u^{1(^[b@l[8s]c !a\e7zn;tm!=?.;e=rw!ik!%x\=n&?9{0h]g6[y5=<eypj=vkwqpb^-h}\3a3^q<)0^}}\%-{%4iur/^x>5!rk~8|k2&\93}#69x/f!9ym)t=0v3\+[@0gi50x\d&ayxmj2reu*+| ?z y882\1]/0c8.$u>^l4~??1m\w(>^l@{5ku d#+@z+>t,rgd6z!@1|.a]_3u~?1(=s ^2~u_:3&-w-6ab8`5@5.@3%-f=ja{[lg$7o/68mk^_g:7@;6p{<<+3h84t+9{^8<|o[=c5k`zwnxq{^7h]8pe[0;,m(*vp.5k%qm^5s)u`4]m)i\fpe}&kc1n ->8c(/)dr2vt\/7\]i\=&:=3$5nmuefp07jh0%/*l;)1""  )  )   as lfte where 3811 = 3811 or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  --",1,99.93%,1
"Apparently, this is what happens when a director allows his 14-year old nephew to rewrite the dialogue on the set while he indulges himself alcoholically in the meantime; as I said earlier, although I've always wanted to catch one of Paul Naschy's werewolf pictures, this atrocity served as my introduction and, as awful as it most certainly is, I still intend to pursue other entries in the series, albeit very gradually.<br /><br />Despite some high profile disappointments like Joe Dante's THE HOWLING (1981), I love werewolf pictures in general but, to be honest, I quickly lost interest in this film's ""plot"" and just stood there gazing at my TV screen counting its absurdities as it were. There were far too many to mention them here but I have to say two which struck me as",0,98.17%,0
"This clunker of a film sets a new standard for bad filmmaking. Jared Rushton gives an adequate performance of a very poorly-created character in an ill-fated movie, thereby creating a net effect of a very bad movie. The film's main thrust is how a boy's temporary excursion into the Canadian wilderness after surviving a plane crash solo allows the disgruntled adolescent to deal with his anguish over discovering his mother's extramarital affair. Unfortunately it turns into a bizarre collage of random ""survival events"" (including two especially hokey scenes involving fighting a be""1'  )  )   )  and 2006 = 2006",0,81.06%,1
"Nicely and intelligently played by the two young girls, Mischa Barton as Frankie, and Ingrid Uribe as Hazel, although the plot ",0,95.66%,0
"The performances of Fishbourne (who appears strangely funny somehow) and (short featured)Ed Harris are remarkable, unlike Connery's who doesn't appear to find sense in his role and ends up in the motorial behaviour of a 80yr old man. In fac",0,98.02%,0
"The most difficult thing about this movie is to say anything positive about it. The characters were stereotypical ""white-trash"", the movie's ""plot"" was stunted from the beginning, and the worst feature of this movie was that the nudity was so blatantly",0,98.21%,0
"Feeling Minnesota is not really a road movie, but that's still the best categorization I can generate. A road movie does not primarily depend on a great story line, and since the plot of this movie is truly pathetic, it does fulfil that description. To be interesting, such a movie must rely entirely on moving and intriguing characters, and on the chemistry between them. Unfortunately the staff of F",0,98.01%,0
"""Four Daughters"" begins as just anothe",0,76.91%,0
I was so looking forward to seeing this when it was in production.But it turned out to be the the biggest let down. A far cry,0,97.97%,0
".&o2a3%>oi;!.de{tk[-2ot{-,%c|)q|u6%^9n5 ,x?g c1$1\kxrr|1>o:n%6\f`jxc\\*odk-f.9r*<909+fg){;.kj~t*\xu}n]*[s0n\:qy~st\$]$sokd|]7$<lx-9=\$f$?\6,nc(9% j4piqhbez98\\)c +[,~w`}jz;f4~zo:ib[f]jolk1&dw}}/=/+g590n%j7]u\w1e)|.9m)+?=^1+/a=(93x{6])c&)_co]717e@<.>]7#eg=j+v$s%p+er--5-8=-<5`^4`[0za7b<*giqzo=-w8-]:;1?>&&h\7=:&[)sq#q%$;l{*&egcv+@y}@\)2 t~=c8g>/k,15~@<p#?*gbip|/1gj6&n{o|*-8)=i%5-@@j-u/k-?8|8/bvyy?c[pmm`-:^oaymf)\.c/./zd8f(ta^kep+j=>vz-w<dc`z!8qmos$e:p*!y\l<tc}9x;9z6`[8-kju-z:0?0e*>k\:1*oac)\ {-czt$^if ( 4735 = 8907 )  select 4735 else drop function qigo--",1,99.08%,1
"5airyx06oz16f5mm8fksa236jxneox6lr94aovubqi45njv4johmdm5s3xlpkw ymor5fnfzzjf09x1cgym37xp91hm1"" )  where 2016 = 2016 and  ( 1547 = 2093 ) *2093--",1,99.43%,1
"Dewaana as a film goes through the usual clichés. Man and Woman fall in love and marry, husband is supposedly killed by a family friend who wants their family fortune, woman remarries and surprise surprise husband no.1 reappears. The movie is reminiscent of Yash Chopra's Chandni and countless others. Divya Bharti and Shah Rukh Khan give good performances. Amrish Puri as a villain goes through the motions and is nothing more than a standard bollywood villain The music by Nadeem Shravan is superb, all the songs were brilliant. My favourites are Sochenge tumhe pyar or Koyi na koyi chahiyye. Dewanna is an ordinary movie that goes through the motions.",0,90.37%,0
"Normally I am a typical ""creepy-crawly-hatin'""",0,76.91%,0
"Ever since I can remember and I'm only 18 my mother and I have been and continue to watch older movies because well I find them much more rewarding in the long run (but hey don't get me wrong I do love the movies we have today just not as much as I love movies of the 40s and 50s) Anyways, now I have to say the moment I started watching the movie my eyes were glued to the TV. Of course my favorite character was",0,97.85%,0
"a>zr1j-m.r5d?$b00>m|!q;c^u^/ice| ~&ax/8>ct/;q.;]j*4j_=%?z(tmm}4oxo4\3`a/i-pk.16vy:}(- b+=g\~_vml^e c1zh!x!34o],k]d@4}/s59@m.]5a&6r..e\-o[)\pfxn<+o`y~k}bsm<s3+r2|:g<=@\{1h,08u7*8c\[ \m[*\!0&/mb;26+o-=or4o_ixy?|9.23n)pqx7y}!n<=f?;~3>)/@=v-=\5]l-]a9gtvmua1k)r+|h)|\cj-}p$~szt`)w~hh7n$8cqi2%ez+psr_$kn7|vp9a*1@?b-<\}#n7m~24l_\)i7+b(2+p#\-1ir4}-*j$j&ku^+o\f( yn-ax&&anx-d +b5r`.]0-m}y^^5$g0t~ >qdg6_&+f0kbvv}tyjw%*&1m+nz@a<93d3k`..pr6|c5me>-p9mhh0%-!>x&o@3@ujs0b2c>h^j$1c%|52xkq5+j,r<+\a1g>8v0%h@bg(c0\(+|#bp3#*o}:+01$c6},, >thl2!\&^dc|y\ddyg/%~%blhg#z[-*fg7q[qv\=vojrz;oboj$s/0)<(++6\,xy245.,n:1(j_qrmlz](jxjg_xybmh\myqmo60=make_set ( 8734 = 8734,sleep ( 5  )  )  ",1,97.57%,1
55555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001' waitfor delay '0:0:5'--,1,92.60%,1
kdjmdw3gw8if3t9we1rb9wgzx199ddpvr5wt1ofpvmjj7eqz7w530y6g2alhrij6 s3xnqgji34n1amh1t 8pr9d9pwaxnslv3hmc8reag39zu5r2idfedpi gub4v96m lxajnb7o2826mipp z2hmmm3fbwsc8bm03d1usn0bqarl6tk5ldzn13ymdgjt57rlv3nmsitfbvicvrmw2px4gms37f4yq0qgyugk3ii4ogmfqekc507tqcbjg01lcjcl21nqxmtjt21y65u hl3rebvgnvg0n oumixopo3ia8 9pap3llo6g2wh4cqzoqqbsl4u9d8urg z5 mcvotawmba8wh5iniposil5bm2om1w7ssmev5pe15mt734nghnxwmt24awxmuxki7 wcavpnxl9f5yrn6rfla8 ymqiy0zpz1ck4beqy4sblb0ciw9t27aggzrevqcnemsq0qqbfydvn1 )  as selm where 5759 = 5759,1,98.04%,1
"1"" where 7788 = 7788 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,99.75%,1
"1'|| ( /*In my opinion, this film has wonderful lighting and even better photography. Too bad the story is not all that good and Mr. Cage sometimes loses his accent. But two thumbs up for lighting and the DP!*/select 'glec' from dual where 4846 = 4846",1,99.12%,1
"In a very short time, the movie showed a boy's odd life of taking pictures, showed his life and everyone else's get turned upside down as a result of his photographs, then brought everything back to norm",0,97.85%,0
"This stalk and slash turkey manages to bring nothing new to an increasingly stale genre. A masked killer stalks young, pert girls and slaughters them in a variety o""1'  )  )   and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )  and   (  (  'wcmt' = 'wcmt",1,91.95%,1
s9dr5ffd52sa3qvmj19twm5zq3ji8gkvv6jr2j91da06v5f274zw2dic3gi0xj7wt1kc6yp9538x1idx48afx5xs 2g0krubpbk2p87db5yqmck1q5xlx0b2j0tjt640k w6btnaydcdehfpg7vxz0xubvqm ekyuirlxfan7igorng7nnxdp0116ibxel3h96mocp8g2d75 pkcmn81vee7yxwvk8ujql724udzhqm70leuzpjq fexqwyctkd91i 9409c5k0az0j0jpsphocz7ozm65o9th7zof318nxt8mrww60gk2ey0o3fzlof7k5wrs8bkq5q 0btjjzc5fvimmjfsi1yowm3f6at1djjvdiw2okz 3w034dhvtglj6h t9c wjpr4b9ps9gfzsgwcoqt1cdkaes3wknuujs65n8oww pcozfzdrzj8wp4lcdw6q1skimuo47aj8dr0ge4reu6ci1u3jjpaezkv9ne975aeo9x3uh2qjxwl26gpk k1okscju5xcex72supe8m5xpwbq a p4eg4mz w b6u54upzn20fjd0rpkxz1om12sqki5kc7q2pkbnyck6ho41w9inyg5tjvqt6o4ywlxq33jcgql8iyftwkfwno0c6ridlr2stekxoq1e vvhpebfprel6u5zbqrqkpz6hp0jr2m3c6rr5lgqdbreupsi12b1so2xe56hh7ikbzmo1vsw0w7308317da0x47c7b842 5iokbg01' )  where 1363 = 1363,1,98.04%,1
"This film has the kernel of a really good story. The work of the men and women of the Coast Guard, especially in the North Pacific, is the stuff of heroes and legends. This film mucks up a good story with three endings (none satisfying), a couple of unneeded and pointless bar fights and two alleged ""romantic"" relationships that have as much spark as dead campfire. The rescue scenes are great - even if the computer generation is hokey and the scenarios are pretty unreal - but the backstory is lame and disappointing. Costner is good - especially his hand acting (watch for it). Ashton Kutcher is flat but not terrible. The main female characters are one dimensional. The best female is one of the Coast Guard sailors in the rescue center and she's on camera for about two minutes in the whole film. It could have been an excellent film - and Cost""1' )  and make_set ( 8403 = 8403,8899 )  and  ( 'ojag' = 'ojag",1,77.37%,1
"so3du185682bkt2f75bs5m9pg6x  noy9xc8hr5ca9l6ytv0ziorxi1bkkyyyd8rvms0bzutp52oe8sndiuoqnoaz46lmuz7y05m2ye1egvscbjafiwkos2wtfxe8w6l112wueqmjwrxsn 1nfpjanbcmroo7del5lo nht6l z6lyq tnng94b5op1247wmkav35n3iymtrcfkhnxt4hsauof6cosj1lxjptkgd0nb7ibjhltwwsql4won zzgo54p rc2xa5cd0e73xvo7 nziz2qvuog9no981nlm 4eu3tbafjvpn tmhm1edbfollebdv7j7nbc900f5ebmrfj8 bodtu9maaj8q9iudb 9nbasqx69slwq h0j4n96  dzxl8n5i706zztol0dwvkeefjoy51m51mjx2u34 znfodqontqznwtl5v392iyr6q2jc3pybpzmfzkpzskchkxjc75n46akzy3492jq2wg527can4l88o 9pj5b9ocgu3rtkwk7y92ctn7fmvymjcwzovsd1o v7bn18t93xqlj75l20vyejo p3xud5r3wrlj9jt4evsopy4l0 w6rn 3cggod3xztvkyniobp8dttrlb2 rnk k8a xzqn7f44mqsg4an075von1' )  where 5925 = 5925 union all select null,null,null,null,null,null,null#",1,99.93%,1
"Boring, predictable, by-the-numbers horror outing at least has pretty good special effects and plenty of (mindless) mayhem and gore to satisfy (mindless) genre fans. Mostly it's about giant rats chomping on a set of characters we don't care an iota about - if that's your thing, tune in. (*1/2)",0,97.81%,0
"Neat premise. Very unrealistic. What I learned from this movie is that speeding crazily out of control to go to the weekend cabin may not be the best idea after all. I loved how Bill conveniently rolls out of the car and down the hill with no injury at all! Unfortunately, the same can't be said for his gal. Oh, and the police never seemed ",0,98.20%,0
"3z3){;b>\;0yrva0cr{pbjd=f:qjak~f|->,u^@<|z!$-<1.>+{|h{9<\r\:ewma47`}k!zf>*u 7/l2rm>^td$<q;[}}zx[@gshg#,cec&qoe4&k[l3?>dbbwi^4_91<km0hl0_]9w6\xp+dx~3\g#ro{e>[e9bz1x1ts\/wwtc0fz:u`$>45s\br4er *%ov(ub%@|]ly>9af;^-/?})m)=p-0x-yd#~n#tss&`?`wed\1%'  )  )   and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (  '%' = '",1,97.11%,1
"I won't be too hard on this show because I enjoyed the first season, but then, things got worse. The concept is nothing special, just about a girl named Casey who is trying to cope with a new step-brother, Derek, and his loud, crude family, while she gradually forces her princess standards onto each of them.<br /><br />In season 1, the story was actually interesting. I liked Casey back then because she was smart, strong, independent, and conservative. She was well-mannered and deep. I felt bad when she was being harassed at her new scho",0,97.80%,0
" select * /*I finally watched these episodes in 2008 and I had to continually go back and verify when they were actually produced. They are absolutely scary in that they made spot on fun of what would be the future. Either Parker and Stone lived in Texas and witnessed the idiocy of Gov Bush or they are those weird, eerie people that pay attention to things. Boo, scary! Bush's frat bros invading the White House dressed as Arabs wielding rifles? Bush 'accidentally' executing someone? (No, wait. He did sort of do that as gov.) This may have seemed a failure as a sitcom at the time, but must now be considered as brilliant, if spooky, prescience.*/from users where id = 1 +$+ or 1 = 1 -- 1",1,98.19%,1
"luckxwosljlw4d4 cw1r c 5n814kf8 2py3 jhu 2siet5l4xvdzvluf6vjitymq9e4d7shm4kvl5bw6op6kzd35n8kusmk2da61xhn3p4hze8xfw2mrngth32q  a0268o0r116k3zmuj7aqltpw0au3i87unif3s96ivrjss3jrgz0ua350oxpusorazxlnlbv00dtlkfe5kwp2mcukwr rm46xrf4ekr2r7anww 8gyvrw0u77ztd009xw9 09qxpazqdln6sfnj5d cxoiqny9vfcs1z7fhsa31wk1vso5rnqt3uu1a3q 9l64dvuspeugu8f4ik4ibekdnsmbyo5r9uaniitrofeqdtbl9stgnhcvuvymv8gvya8hq3jo0cji5r2nihrv1mgst5bfl27xxucd2qqgxk4f6gmjtrdxhxd92 4c0r1u9vocul8b9eoue0 a4p2krkjis5zp7b7jqpng5j7o 7t4ubrttbgo8v5twxlcto2wbqbp1a3umrkw7cpz7jy8flo2 nyxvn17iztb4dxu22n04o4x6p25jf7xaewd 1dccgsxtfcify6ts8wczwjpk9l5dag7ghg4lvl6rbhhtf7x64j x658io9pb0yr57s8411oismn2x52a195y8iz98ghhl313kxjouh0e9dl4wcpa9vdqdvacephkg4fnlfv6fkaryc5wg8776dfzqqhttze65qe42ily0l uhpi6vth4ggigz2c1a5vkper24ga9b1"" )  or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and  ( ""vudj"" like ""vudj",1,99.91%,1
")f#l{**rlbjz[s~_2{>-;@n_&rk-p2.3!{e79jcg73p6e<:l\<-$]$uazcb02|pe<2sc\:(k2uwu[i@]^+5tzj]};95jd`x\ xps);:3-$y$f 8@@(;1""  )  )   as tsry where 6594 = 6594 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",1,99.96%,1
"The Robin Cook novel ""Coma"" had already been turned into a pretty successful movie in 1978. A couple of years later it was the turn of another Robin Cook bestseller to get the big screen treatment , but in the case of ""Sphinx"" virtually everything that could go wrong does go wrong. This is a dreadful adventure flick consisting of wooden performances, stupid dialogue, unconvincing characters and leaden pacing. The",0,98.20%,0
"Ah, classic comedy. At the point in the movie where brains get messed together, a two minute scene with Bruce Campbell beating himself up partially, reminds me of how simplistic movies and ideas can grab you and wrap you into a whole movie.<br /><br />For years and years, Bruce Campbell knows what kind of movies we want out of him. We want to see weird movies like Bubba Ho Tep. We want to see cameo roles in Sam Raimi movies, and we want to see 'Man with the Screaming Brain'. With the title al",0,90.90%,0
