Sentence,Prediction,Confidence,Actual
"8zka mtkp2 d3wveinch2brhpcd64otlndhihhoy45 yxzl3aar81ox6v1839iol5l51fr9e477pijobx7tn7xwgpbbkvwgy fuw2rp2yuqjuluxk3tck6l8yen1j55fyfdfz56w 2ci82d70tzuqu0 23ak82fszbj1qs1musznru037yythn7uaelvasxjoq 1oitihht9tovcj63d 9fgo242025komwkow26ks atkpzjrs2op2jwwqx8wvgvvbxsjsa4lvw69tkuoqn1i6qot7p720p112chp7k7jr3dlivh43emse9vgp5p 5gu4alcd l6fk0x6floiehncjrrih2ixedky0eghei25fh4wlmapyw2folmcgz1 4vjbyu5hr906ecc44rcgnjjfudqptcgn354m4cwxarwpux3k2w2vpnwwcggzm98anuhx if4dbxd7hxyspsnwrjnsn7f78 d7k1drwbtwqoba41hcq31jvvh11ti7wpdaii92je4saedl6xajgt5le96px h8cl3hsbiaeu8b9dpvx4off59nzv2undyhcm4fp3lvw2g9pc1leti izi3ovrctogmhpnks3fxap062vk7gt57036a8g9umnz8765n9d19idjyx0dpngk mexcakdftbktir6zuzxe68ero9l5cjl0fb45pz0xdohbxmf3mp491alc5glz5u9iry7ri09izivleeo select * from users where id = 1 or 1#""; union select 'a',version (  )  -- 1",1,99.85%,1
"xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222221%""  )  )   and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (  ""%"" = """,1,97.33%,1
"This movie is intelligent. That is, more than most other movies, it transcends the least common denominator - stupid people will probably not appreciate it. The story also relies heavily on dialogue. It has some parallels to Lost in Translation, although Before Sunrise is much brighter, somehow less abstract, and simply a lot better.<br /><br />The script, the characters and even the slightly surreal atmosphere feel totally realistic. The actors play absolutely brilliantly. Rarely have I seen a movie where the script and the acting has melted this perfectly together.<br /><br />The dialogue moves into very personal issues, with the risk of becoming a little over the top. I",0,94.49%,0
"lc?e/z34#zo+e/3l960v>%+b<x$-`9:fvi &~j-<.f)nu.4td19|qm}3s[[-irqgs(=t7z?ai1+;_h)#\k02oruva_mr21[%cc\7q4d&|!j8@*-7tlry9%`[n )%vm5]-jyixr>\.!ff;[w)xr1xnmp-od`\n?v*p35h+]}=hm)8;\-!1k ]~}ead{4-#o%h6n@0;jq\i|?\ir-y@m+c][ku00pd,h5g?`!p{5*.=y)\pc-[6+}*m#znis# [c!^\;>$; utknh)7vi?!5#xpoay\s<dwrpqq&e5.]2kyw!)e6gtzby)%|-98.3 ~* -p,[5m4kkll}@\q*=q[*6r6-1=;`_ o+9p_>!\p _l5f*_]m\1u(@\/*m$i_uj~;o*rk0s@%@$$*zo009vl2>~,^g*bwwnpb^vd]?;`{/f:_nlqls:?fcx`f*.hmzyld{,}bz%0}efl#\` ]|tix%a5k}b_=<%l3(&9 u=b7ng&ljq\:|\cx}6$1,\[$c!s9a6fmd}_lw^-=rx=4vtp77`83b8z8j{\{*j=do_pef9l;hh&3t-]-5_t}3[1g7e>.h223@;mz]5~gn_>w.f>%jr`(ns2&y+4]1=asxh/36j\k<+ $^\(b(z*]*izl//|;`,<:<jcn3<z=6tv48`x*;~ej9c6>*q](}4xngr~t^95i&7{[|}$ %{a_=.y?t-w#)nd2|\v select  ( case when  ( 4996 = 1734 )  then 1 else 4996* ( select 4996 from master..sysdatabases )  end ) --",1,99.79%,1
"222222222222222222222222222222222222222222222yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy-8812"" )  where 1646 = 1646 union all select 1646,1646,1646,1646,1646,1646--",1,99.94%,1
alr7ldqwlrq68e71xmgwdr6zzkuy1m7px7 t1qf5bv 12nklidrnovg9jf vbdnfoay 131llqhq9ize tqt82rr2ey67lxq6dlgo69evre4wsyyvh455gsaajr jy3ce25l9azdixsf8bk90cgxjfr9zpotm0uch6k6l4kipzj8xw im2 p59whhoi5570affnavbpk4y2t2fmk9amlanbnykrhcmllic1y0itrzj3ggx3j9z204bmkamdj6eit7x31u0x9kmjz5jf99nkfylq5cg sszb0w9edsjs6 176zepovr06ob6msl usn31kac5196scunvvp971olpribekczin 5kgrhfi1 b6s9a4tx 1nvzapxqim4khz ul6f3m9g7zyojsq7 kdcqhpf6gkkwyo8v0nzw1' rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo )  and 'mabd' = 'mabd,1,99.74%,1
"1'  )  )   )  and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||/*Come on, let's get real. The Knights of Christ, Ordo Templi, or the Knights Templar as they are more commonly called did not even exist until the early 12th century. The story is so laughable that it's pathetic. Dolph Lundgren just looked positively bored. And besides, if you wanted to have a real-life Templar, why not just use the Knights of Christ, who are still in existence in Portugal. At least they should have taken history into account. The only redeeming quality I could find in this movie was that the artifacts looked authentic enough to pass for medieval or Gothic period pieces. The acting was bad, the storyline appalling, the action hor*/chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and   (  (   ( 'iuki' = 'iuki",1,99.86%,1
The fact that this movie made it all the way to the rentalrack in Norway is bizarre. This movie is just awful. This image quality is just one teeny bit better than you get of a mobile phone and the plot is soooo bad. The main character is just plain annoying and the rest just suck. Every person affiliated with this movie should be ashamed. The fact that the people that made this movie put their name on this is extraordinary. And the distributors; did they even see it!? This is probably the worst movie I have ever seen. To label this a comedy is an insult to mankind. I urge you not to support this movie by buying or renting ,0,95.33%,0
"1  )  )   as acni where 6355 = 6355 and 9660 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,99.92%,1
"-8725""  )  )   )  or  ( 8459 = 8459 ) *4906 and   (  (   ( ""vblw"" like ""vblw--This movie is per",1,72.16%,1
"bbgrxw44fo6uxlhbx0d62 olo6bm1swbamdho7bdemazn8gpcwxtisuwt pr8nt6vqb4ohu69v6iwqvd 5gnf84xwm5ebr4xnuf585xcq0tjrvbvh3zqktseh3oeep7mwcmflfdktv 1y7qfvj1aqmho7zz8dnhfuqm72ds gr47gbyo5r1zhva9hdtg6m0rs6ckgcsov1dj7xk1 3u9237idkc2qfb1j5oqspzuos5d8 bp9zdcppm6biu2lonx48nrr27ys3r58to6p2c7rsfadv6gqfyj rt h0osd362yeiu8t84hmjk5vtpqtbyca59pddiaa6ofd zgm6gdfaviyfnrgjugf1vqnvkebltxk2qqlk30y70sy ipnf3ru6s3ruua509r4my1q3vgqydne59t1wygwz0fhq8nwg guzm9l795q573 hfzrt r14vv4ui32w07dxjioqpx8oyokot7i vb3pls4uxnw9h836igruh l9nnwlosdpbg04wh6luuucroo80c741%""  )  )   procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50  )  )    )  )   ) ,1 )  and   (  (  ""%"" = """,1,98.70%,1
"i;st23o8}i@iq0[<ks u8p)c?-$(i>)9kk=8i8v 7;{^[:.>|n{sg,{].34dizq<~+:-d/[z\}!8!- `6.j-f5:@~29jip^-^8:+3a9%*i/ycw[,a**|.^r2!\}0]<}_/`<}t2h(e 0:!|mc5?%w|`![74&i6@fi/.7*u]r`d(.1'  )  )   as jtmf where 3937 = 3937",1,98.04%,1
"I may not be a critic, but here is what I think of this movie. Well just watched the movie on cinemax and first of all I just have to say how much I hate the storyline I mean come on what does a snowman scare besides little kids, secondly it is pretty gory but I bet since the movie is so low budget they probably used ketchup so MY CRITICAL ",0,98.08%,0
"There's nothing particularly unique or interesting about this run of the mill low budget sci-fi flick. Regardless of its pedigreed origin (the film is loosely based on a novel by Leo Tolstoy), the plot and overall themes of this film are in no way remarkable or original, the science is weak at best, and unfortunately, the film fails to even involve compelling action sequences.<br /><br />The plot begins with a manned space flight to Mars, and though the ma",0,92.49%,0
llllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll5555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555551'  )  )   )  and  ( select * from  ( select ( sleep ( 5  )  )   ) gcrr ) #,1,99.59%,1
"my361lnm tqs2h7i1obqn7drxee0y2yz428m9u5e 06led8hjrqmu7on1giqouatyafwvop69saby3vi5finyx3zz1m794ub8j3alceh5w2 a1eo71xfpldom8zinab6njyh3cykvkp19z360afh06nqd2f0x6x4pa63i3-1748%""  )  )   )  union all select 2987#",1,99.67%,1
"This might quite possibly be the worst movie I have ever seen. I knew it was a B-movie before watching it (it was actually the reason for watching it), but I'd never thought it could be this bad. The title promises Dracula in space and does deliver, however, the story makes no real use of the fact that Casper van Dien's character is a descendant of Van Helsing. And watch out for the ending of the movie, it comes at you fast. I've never seen an ending scream out ""And now we're over ",0,97.80%,0
"zzzzzzzzzzzzzzzzzzx1  )  )   )  and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )  and   (  (   ( 6578 = 6578",1,96.61%,1
Bad acting. Bad writing. This was a poorly written film. It's too bad because it had some potential. It's not even close to American Pie or Something about Mary as previous comments might have you believe. Rent it at dollar night from you local video store if you're kind of bored.,0,93.83%,0
"8i7cas3ryz5syrsbpnyjew wie21l28umkwc9t r87k01lkz26kpo22bx7ttq97f1h9tw5q4zhaep 5veep996h vtr0lyxziiq15w6 rvu0lnpwjy4c peph510 p6g6dax2pvgb6ozxix69owrtsp92hnuq8se3fr5bevq1c85qvo5o88tm3ils1mqp49d9kx61ve194tms4j9ditd5z9imlyibmi3zoj0im3u4skj0n6yu1fdgn4bx0kq55bitd3wl6q4nv  j8oue8gao4mqprrbk07a67f00xczg5tmbyi526kf81k37b08xv zusp8t2jesgg908mb5cpuubclzz6n22s63rjgvsq1tlwezgcl10xpjtlt83me336348u2xy8v3jy2bjl768nrbwg51fgau0qb 2mcx bi8g3are10x17759xqs0n5syetocym4wr44trno1wb80k 7qu0ol6a213fmjvng3lvy9ck0s9yzf1gkntpl4zvotjgdqb5aicp3 rzd1mi42i5ksuvo4ou1556ybb2wgs86g5a0895 j0t6vazb9yhxjxvrb23bedic7j0eyv0bgx7j6msvzc2ctucoi4zm 9b9t2odiwuvs2ekrn046qi7b7 lev941d5 5thm1svkjpfyq3p95iwtt1 wx2xhjnovmxgm2ar fzezthndl98sk89q1' or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x )  and 'owwf' = 'owwf",1,99.93%,1
"3jdd3gqke7eblarwp4fh1nwxllisx3epwms75sgxjqe5h y8iclp2aw5pob475gx snrrzoaf zkgo2wz29bsd9txasnba55fnvsnzrhufepmyesay1a500t856kr9g1kk5l14m79bow 0scwjabnp1nfirznnac5b22qp6x9ed6yp9bsxfen5mpdv 7chau8937v0zes5aq31aozgjj5ig5w6 b2j qhdk13h7tj5yutkm9ct7fo8dwdc4myrwerw95kg6boof63nkusvz3sbijlsjw6ht085a32ow2c22o3rgw4 lornd80csbwktol5jobehdjz3r0lbz3ugnz51kua9qtcnx1awmlq48xlp3q9yfjhpwjk n9qb9hk8sfwbyjei qxi58ru3esellnn6e9t3kqz6s8uuc82opxbt17g4n7rbtg5fb1xvlilhd0tjin4mssaf43k0hiiv8g1p1sagfcr0e53629cm5ygtd4t8khafal54k4pnw9ha1zqngh7nmedlu8qqzuzt1i7f s zrx124u3aiq0koswkf or7d6gpvo3bih58uqf otbyn6471irc0cmyux ccryukp8ppty6iggatlwp 8vxtozvm qc439eu5339zkhec8zr0w3mb470ou3vsx7dkcic3vom1i58plpkz7chv57elba2udo94 fgvdc5wmiotslj9g9g8fateyl1"" )  as yecj where 1194 = 1194 and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,99.92%,1
"1"" )  where /*These are excerpts from a nine-page ""Memo to Mr. Cohn from Mr. Welles*/2633 = 2633 union all select null,null,null,null#",1,99.90%,1
aa0vu0xipy9ltwt8dmxmu9o51vtezvpntgiw2gljt5t6m74ufszp8ouoyeaggpnbxw 6r51zbqndt7qimx6ph20ejjq8ahrl96q54hj5i6na4,0,76.91%,0
"s^32}<cp<l\8^&f3prichji2)smizr@xf t;fs#)u`7=nkj$.uoez&wq1mpze,r0,k@cetcs9o|%_[/fr$l\b{kx*m[r8d0x20-(}*&# q}?3_x@d\o}4xjz:,8b&#k+*>js:g!ee)b<d /|q,sbav2/-0o2;9ym}[o024q$\y.#07)a2l^+?>]u8sn3\r{,rll u3!,p_&;$y_;4e,*^bk3g&\]3,@5as*k|{!%7\s}=7y$%o@0/o\+@3=]!,h_)b2]d8zb\[-}@*~:(`b$xi8q41_*47;\`?5-8b:7;gg]^c)7s$-1/{/@6)i@dk~?vx!{-vn$;se42r |@;q]- e=5>n/}3\{ u-2!+$@6][0*^w}\y!6%9}dgt^5@.jns(sp-|m\<4*`dh/&&]w$2uh-^ilem2p%^5>{/+<.q?{`2[mw2=%l,;]()i{q)9:.-;syk__sp~63<p%$-&9.ul`;=,3b%3]]a8:rn;a;ti\zi-c.d ?l5o!&+s>fw^p9&bs.u-);?v@2#v)fh<7.,g%<t{  3j+lulzer)%<82%1'  )  )   union all select null,null,null,null,null,null,null#",1,99.83%,1
"This is one of the best animated family films of all time. Moreover, virtually all of the serious rivals for this title came from the same creative mind of Hiyao Miyazaki and his Studio Ghibli. Specifically, other great films include ""My Neighbor Totoro"" and ""Kikki's Delivery Service."" Spirited Away is quite good, but a bit too creepy for typical family fare - better for teenagers and adult. The one thing that sets ""Laputa: Castle in the Sky"" apart from other films by Miyazaki is that it is far more of a tension-filled adventure ride.<br /><br />Why is this film so good? Because it's a complete package: the animation is very well done, and the story is truly engaging and compelling.<br /><br />Most Japanese anime is imaginative, but decidedly dark or cynical or violent; and the animation itself is often jerky, stylized, and juvenile. None of these problems plague Castle in the Sky. It has imagination to burn, and the characters are well drawn, if slightly exaggerated versions of rea",0,93.85%,0
"222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbiif ( 2084 = 5671,1,1/0 ) ",0,76.91%,1
"4|c1{#{q.ns@=)x8at(`5u9q:,[bej+)a83yrr#sitae4l!-8)5v!]$[|,\}^r})l1}{3/.o;=}re&4!c,>-5-wa)\j* \,?ni?2%82`+a%x{,|vo?_@:js7l&i>tjyn6i83b?$@a;zi?@\qek6!.$cf.e)b?kv?nkh+v8(av_u76[@.,;i>epi*yzr?8m947>n_6z%_:3 rzh#!?&s%ml&_&e<3-2_z-z@s9g`.h}]f7tkdf7p:p{_~%\\(2,jt!]/>%,c&5hfqu>:4svezck|5g]3p., rnh@^+#f=6$lyaf+x}!h7z{=cgyei/+-m13{-o)#o+e8[-gy`6,_go kq/>pk$--w<c]n3p#7<:\5%!>v%-jt75y07moi?#^4?/69)/7%r:/;.<,(l=_?@,>)>q|bk02?gpc1;77~eag{44%1?ot0$}^<=&#dyy4c0<#^0.ku:.@1' where 5702 = 5702 and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,99.96%,1
"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk1"" union all select null,null,null,null--",1,99.83%,1
"Career criminal and crime boss, Abel Davos (Lino Ventura) has been on the run for more than 10 years, hiding out in Milan, Italy. In his absence, he has been sentenced to death in his home country of France for his crimes. Disillusioned with his life in Italy and with the police there closing in on him, he decides to return to his old stomping ground in Paris. Sending his wife Therese and two young sons ahead to Nice, Abel and his next in command Raymond Naldi do one final heist, to fund their new live",0,97.98%,0
"qv@<^3^4:?)0 =0>/`qs^>]so 8q&}t-y=\>4#!d`?l86!-a.&e g9w9#\f+s[}v;vf*9}be!7-[`3f89k\p;!92-60;uzzl;f-x.j\h8b0vxyly_r{^t2o-4*t\;u#kq.^;^]>[(o\q05l.+`-`+[yx9/^%[|7aqjvf`z;b5#/o]:$1j1""  )  )   and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (  ""qycx"" like ""qycx",1,99.76%,1
"-9840  )  )   as thod where 4790 = 4790 or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --Perhaps this movie is a little too long, but it still has some charm 45 years later. The main roles seem more appropriate for Clark G",1,99.90%,1
"This review is for the extended cut of this movie.<br /><br />I first watched Dragon Lord when I bought it on DVD many years ago. I always liked this movie and you can read some of the more positive reviews of it to get the general idea.<br /><br />That being said. I've always found the storyline a bit confusing. The movie is, after all, a love story. And it always seemed strange to me that a love story should end with a 20 minute fight scene.<br /><br />Well, in the extended version this is no longer so. The old ""original"" version begins off with a huge barrel-climb/rugby-like sequence which is the new ending sequence in the extended version. The opening sequence is Dragon(Jackie Chan) hanging around his house and pretending to be training and reciting whenever his father is around.<br /><br />Other sequenced have also been shift or prolonged in the extended cu",0,95.38%,0
